"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SPDEF",-0.653344487702553,4.30863356846206,-3.60499862040713,0.000349063081587778,0.00158974296249628,-0.378813559081008
"ASCL2",0.614671807504164,6.93860087659261,3.57447985500068,0.000391061286361536,0.0017576200437924,-0.48376461266268
"SLITRK6",-0.601368236504991,1.74035747605991,-3.54008382645453,0.00044405701789052,0.00195679219475215,-0.601042588879774
"CAPN6",0.620800983870799,2.3574785194421,3.45519840749317,0.00060501231653587,0.00254211315456738,-0.885894880585623
"CA2",-0.59481858358626,5.28769850909727,-3.45270734680099,0.000610471724143923,0.0025605600338436,-0.894155628411645
"XPNPEP2",0.595505752587738,2.73027464821719,3.44948463241673,0.000617602892800283,0.00258707289594522,-0.90483430309131
"TFF1",-0.792128724159624,7.94824461117847,-3.44620227817765,0.000624945930811877,0.00261383192192874,-0.915700912853898
"TFF2",-0.726200895506931,2.97112892530989,-3.34521548277502,0.000894960435189786,0.0035553476960888,-1.24524451249521
"DMBT1",-0.855803027525075,5.08996497584496,-3.33768711092873,0.000918920015385913,0.00363620559578565,-1.26943946919284
"NPTX2",0.646447211996603,2.87817088778426,3.22827862673523,0.00134162109189118,0.0049768557832788,-1.61521637803293
"DUOX2",-0.690451460108926,4.34347929354409,-3.22451374992454,0.00135895661001364,0.00503434041915338,-1.62691998033489
"PCP4",0.585061519299937,2.00900059212335,3.20785799071665,0.00143816488843231,0.00527777040075907,-1.67854057809166
"DUOXA2",-0.71968852521311,3.79048500415837,-3.19721884183304,0.00149097327336587,0.00544652963159009,-1.7113808852973
"MUC5B",-0.705614609445672,4.27009825926084,-3.16899562291621,0.00163987063756303,0.00590711062525054,-1.79799506204423
"NXPE4",-0.693975181331917,3.84926287648229,-3.16749921085397,0.00164813621332957,0.00593019527650601,-1.80256696525767
"ZG16",-0.764645534945362,3.17666055310766,-2.95435295793256,0.00330685041487853,0.0107388566015377,-2.43268553021339
"CEL",0.70774236743345,3.58762609382899,2.94913793855574,0.00336201592170553,0.01088847617645,-2.44757580386932
"REG1A",-1.02783039101542,5.91274692067772,-2.89020423108681,0.00404656844090112,0.0126852505444479,-2.61409167459083
"CYP2W1",0.679204440618121,4.00796708238838,2.85904910631933,0.0044576706220167,0.0137556722689386,-2.70081466974782
"REG3A",-0.908582132268469,4.30994102857741,-2.82217481981828,0.00499310531281205,0.0150991000305364,-2.8022889716633
"PI3",-0.592877564882636,7.43267132363711,-2.76156510610089,0.00600110076585759,0.0176649394183179,-2.9663238383683
"DPEP1",0.589114020797721,7.04788918324139,2.6435031882235,0.00850785004485028,0.0237140539510229,-3.27597741719157
"TCN1",-0.626135319750056,3.36052947021644,-2.61662142570979,0.00919606450846151,0.0252829094535977,-3.34465505074707
"REG1B",-0.717616905449713,2.83792565023142,-2.58931773924172,0.00994571499187132,0.0270259394758551,-3.41371499902987
"LY6G6F-LY6G6D",0.648014053711241,3.47744441527034,2.58558551078244,0.0100523229124604,0.0272749173829764,-3.42310052301205
"LY6G6D",0.673273225046198,3.76079177737793,2.52631181669713,0.0118878220597381,0.0312699987183666,-3.57039835266882
"CTSE",-0.645810233232301,3.93318217294867,-2.51029140504058,0.0124325840657086,0.0324888585241376,-3.60964107281045
